t,date,target,pred,post,y0,y1,x0,x1,cx,cy
42,2014-09-23 17:40:00+00:00,2.2833838,3.0414002,3.0414002,52,73,31,52,-0.31979167,0.53945315
42,2014-09-23 17:40:00+00:00,2.725789,2.5847979,2.5847979,52,73,52,73,0.039583333,0.49960938
42,2014-09-23 17:40:00+00:00,2.861618,3.0879107,3.0879107,52,73,73,94,0.37864584,0.540625
42,2014-09-23 17:40:00+00:00,2.3866928,2.6136286,2.6136286,52,73,94,115,0.74687505,0.5261719
43,2014-09-23 19:20:00+00:00,2.666442,1.468741,1.468741,10,31,94,115,0.734375,-0.47851562
43,2014-09-23 19:20:00+00:00,3.6520727,4.593538,4.593538,31,52,31,52,-0.30911458,0.03984375
43,2014-09-23 19:20:00+00:00,3.470618,3.2188964,3.2188964,31,52,52,73,0.023437502,0.030859377
43,2014-09-23 19:20:00+00:00,3.493043,3.8187857,3.8187857,31,52,73,94,0.38854164,0.010937502
43,2014-09-23 19:20:00+00:00,2.4958901,2.69717,2.69717,31,52,94,115,0.73333335,0.025000002
43,2014-09-23 19:20:00+00:00,2.252253,3.08803,3.08803,52,73,31,52,-0.31692708,0.53867185
43,2014-09-23 19:20:00+00:00,2.7183309,2.5530457,2.5530457,52,73,52,73,0.03984375,0.51171875
